['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.9504749999999997, 0.9204, 0.9369, 0.92485, 0.90315, 0.9176, 0.90815, 0.88035, 0.8568, 0.92275, 0.9073]

LightGBM (accuracy): [0.946125, 0.9145, 0.9272, 0.927, 0.90995, 0.9337, 0.9181, 0.8952, 0.84765, 0.9208, 0.9037]

AdaBoost (RF) (auc): [0.9903643010444337, 0.9196011362239765, 0.9376249084997363, 0.923228060118026, 0.9059399853846078, 0.9187538657183631, 0.9057031514675605, 0.8915720388000973, 0.8744330765687539, 0.9228431400470951, 0.9076087189144588]

LightGBM (auc): [0.9888570785705157, 0.9140069591897672, 0.9273299146531603, 0.9257854914872446, 0.9118370266440059, 0.9343087956261558, 0.9165049356939866, 0.9016945498084276, 0.8630999099793247, 0.9208216538486338, 0.9038454699583922]

AdaBoost (RF) (precision): [0.9651163712313385, 0.9500769738288982, 0.9585179218687072, 0.9732163472639114, 0.9660683012259195, 0.9746863550571777, 0.9618719562893455, 0.9630359783144407, 0.9578794480755265, 0.9462840323767476, 0.9434857635893011]

LightGBM (precision): [0.954643799080831, 0.9304310712761417, 0.9349990240093695, 0.9612672114631143, 0.9534591194968554, 0.9640204999477042, 0.9505196565747853, 0.9524743230625583, 0.946291790574029, 0.9264379414732593, 0.920639834881321]

AdaBoost (RF) (recall): [0.9439587680833196, 0.8836162814481489, 0.9180327868852459, 0.8689825791155551, 0.8443509040466851, 0.8607706637905677, 0.8423132931142084, 0.82880895826264, 0.8147004323656578, 0.8969709047429255, 0.868029370906926]

LightGBM (recall): [0.9469629889408724, 0.8917979136837799, 0.9238187078109933, 0.8851664776827132, 0.8701808093370325, 0.9037160505931954, 0.8751820262117745, 0.8653715643026807, 0.8107628165534281, 0.9148066958947788, 0.8851954752927168]

