['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.95518, 0.926, 0.9408, 0.9294, 0.90832, 0.92156, 0.91364, 0.89064, 0.86676, 0.9262, 0.91168]

LightGBM (accuracy): [0.9480600000000001, 0.92112, 0.92936, 0.92768, 0.91076, 0.93432, 0.919, 0.905, 0.85628, 0.92248, 0.9058]

AdaBoost (RF) (auc): [0.9923258718448007, 0.9250387326251164, 0.94139931510723, 0.9278224826494326, 0.9105822323101697, 0.922720046652197, 0.9112999995077175, 0.9004978215664852, 0.8833235486889424, 0.9263113893884986, 0.9117874087745169]

LightGBM (auc): [0.9895079384050796, 0.9207604891373111, 0.9293935123742288, 0.9265138933177779, 0.9124045062849163, 0.9349738518459151, 0.9174378154711308, 0.9109270368348739, 0.8709736143817572, 0.9225200359878967, 0.9058415682254368]

AdaBoost (RF) (precision): [0.9692911677620966, 0.9528210544846404, 0.9604638054593767, 0.9741450444668561, 0.9661208848632642, 0.9752814919071077, 0.9641813554529174, 0.9649899083993169, 0.9615907302768042, 0.9494712103407755, 0.9434237637362637]

LightGBM (precision): [0.9560325511440709, 0.9277240218763146, 0.934465830281306, 0.9583481666073336, 0.9533395098121789, 0.964819921450656, 0.949806253942507, 0.9575762070755767, 0.9501601993592026, 0.9309197175095381, 0.9177126917712691]

AdaBoost (RF) (recall): [0.9487570692157549, 0.8917538512233297, 0.9234342339552528, 0.8775189957053188, 0.8535703293321022, 0.8684107464557062, 0.8518487674883412, 0.8448416474106293, 0.827934474689001, 0.9009956192751891, 0.8764555750518424]

LightGBM (recall): [0.9494827191094698, 0.9083120520635967, 0.9283889448014245, 0.8893293690122234, 0.8709602954755309, 0.9043628103704864, 0.8777481678880746, 0.877463640070681, 0.8218376647370366, 0.91342094782955, 0.8921678098580316]

