['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']
AdaBoost (RF) (accuracy): [1.0, 0.92884, 0.94312, 0.92832, 0.906, 0.91836, 0.913, 0.88988, 0.86136, 0.92488, 0.91168]
AdaBoost (ET) (accuracy): [1.0, 0.9144, 0.92268, 0.91612, 0.8782, 0.89456, 0.87532, 0.84108, 0.81708, 0.88876, 0.88092]
LightGBM (accuracy): [0.96702, 0.92112, 0.92936, 0.92768, 0.91076, 0.93432, 0.919, 0.905, 0.85628, 0.92248, 0.9058]
AdaBoost (RF) (auc): [1.0, 0.9278152019515746, 0.9438367861433964, 0.9266748708310489, 0.9084302616271647, 0.9196177416267701, 0.9105770106464327, 0.9002325194423848, 0.8801124474087078, 0.925016180313251, 0.9118017577071239]
AdaBoost (ET) (auc): [1.0, 0.913170068713759, 0.9239791700089196, 0.914135140238013, 0.8815259359017396, 0.896312058818311, 0.8714635388804837, 0.858585233029921, 0.8441078354028452, 0.8890192114119329, 0.8811150421127733]
LightGBM (auc): [0.9669590081264394, 0.9207604891373111, 0.9293935123742288, 0.9265138933177779, 0.9124045062849163, 0.9349738518459151, 0.9174378154711308, 0.9109270368348739, 0.8709736143817572, 0.9225200359878967, 0.9058415682254368]
AdaBoost (RF) (recall): [1.0, 0.8923305049839361, 0.9223503909576527, 0.8742153947803105, 0.8471837488457987, 0.8607347066656224, 0.8490173217854764, 0.8417833355987495, 0.8174036211356078, 0.8940661091198726, 0.8717498803636944]
AdaBoost (ET) (recall): [1.0, 0.8705824202982124, 0.885035224897422, 0.8508424182358771, 0.7977069867651585, 0.814286833241952, 0.7734843437708194, 0.7597526165556613, 0.7537258283039783, 0.8301075268817204, 0.8169564523847503]
LightGBM (recall): [0.9675557974959172, 0.9083120520635967, 0.9283889448014245, 0.8893293690122234, 0.8709602954755309, 0.9043628103704864, 0.8777481678880746, 0.877463640070681, 0.8218376647370366, 0.91342094782955, 0.8921678098580316]
AdaBoost (RF) (precision): [1.0, 0.9582448690728945, 0.9660261088137517, 0.9752165100423806, 0.967997186565852, 0.9766263775328831, 0.9657099554797764, 0.9668253844352509, 0.9636271235661391, 0.9534528157648857, 0.9479618386816999]
AdaBoost (ET) (precision): [1.0, 0.9489090419322977, 0.9622895622895623, 0.972529028603795, 0.9614207548919596, 0.9751430447425194, 0.9590087764584408, 0.9622966342429199, 0.9552017482244596, 0.9414634146341463, 0.9375743707093821]
LightGBM (precision): [0.9724613364458711, 0.9277240218763146, 0.934465830281306, 0.9583481666073336, 0.9533395098121789, 0.964819921450656, 0.949806253942507, 0.9575762070755767, 0.9501601993592026, 0.9309197175095381, 0.9177126917712691]
